file,search_result
0310Tabari.Tarikh.Shamela0009783BK1-ara1.mARkdown, وقال بعض علماء الفرس إن جما لم يزل محمود السيرة إلى أن بقي من ملكه مائة سنة فخلط حينئذ وادعى
0310Tabari.Tarikh.Shamela0009783BK1-ara1.mARkdown, ذكر أن الخضر كان على مقدمته أيام سيره في البلاد وأنه بلغ مع ذي القرنين نهر الحياة فشرب
0310Tabari.Tarikh.Shamela0009783BK1-ara1.mARkdown, قال ملك من بعد دارا بن أردشير دارا ابن دارا أربع عشرة سنة فأساء السيرة في رعيته وقتل رؤساءهم وغزاه الإسكندر على تئفة ذلك وقد
0310Tabari.Tarikh.Shamela0009783BK1-ara1.mARkdown, ذكر رجلا ذا حلم وتؤدة فاستبشر الناس بولايته وأحسن السيرة فيهم واتبع في ملكه في سياسة الناس آثار آبائه وكان
0310Tabari.Tarikh.Shamela0009783BK1-ara1.mARkdown, قال أسلم عمر بعد خمسة وأربعين رجلا وإحدى وعشرين امرأة ذكر بعض سيره حدثني أبو السائب قال حدثنا ابن فضيل عن ضرار عن
0310Tabari.Tarikh.Shamela0009783BK1-ara1.mARkdown, قال كان من سيرة علي ألا يقتل مدبرا ولا يذفف على جريح ولا يكشف
0310Tabari.Tarikh.Shamela0009783BK1-ara1.mARkdown, ذكر قبل ذكر بعض سيره ع حدثني يونس بن عبد الأعلى قال أخبرنا وهب قال
0310Tabari.Tarikh.Shamela0009783BK1-ara1.mARkdown, قال استعمل معاوية ابن أم الحكم على الكوفة فأساء السيرة فيهم فطردوه فلحق بمعاوية وهو خاله فقال له أوليك خيرا
0310Tabari.Tarikh.Shamela0009783BK1-ara1.mARkdown, يذكر مسيره لو أن طيرا كلفت مثل سيره إلى واسط من إيلياء لملت سرى بالمهاري من فلسطين بعد
0310Tabari.Tarikh.Shamela0009783BK1-ara1.mARkdown, قال حسن الطاعة لين السيرة قال كذبت أصدقني عنه قال الله أجل وأعظم قد أسرج
0310Tabari.Tarikh.Shamela0009783BK1-ara1.mARkdown, ذكر الخبر عن بعض سيره حدثني عمر قال حدثني علي قال كان الوليد بن عبد
0310Tabari.Tarikh.Shamela0009783BK1-ara1.mARkdown, ذكر الخبر عن بعض سيره حدثت عن علي بن محمد قال كان الناس يقولون سليمان
0310Tabari.Tarikh.Shamela0009783BK1-ara1.mARkdown, ذكر بعض سيره ذكر علي بن محمد أن كليب بن خلف حدثهم عن
0310Tabari.Tarikh.Shamela0009783BK1-ara1.mARkdown, ذكر بعض سيره وأموره حدثني عمر بن شبة قال حدثنا علي قال كان
0310Tabari.Tarikh.Shamela0009783BK1-ara1.mARkdown, قال فلما قدم زياد أبو محمد ودعا إلى بني العباس وذكر سيرة بني مروان وظلمهم وجعل يطعم الناس الطعام فقدم عليه غالب
0310Tabari.Tarikh.Shamela0009783BK1-ara1.mARkdown, قال كان سعيد بن عبد الملك عاملا للوليد على فلسطين وكان حسن السيرة وكان يزيد بن سليمان سيد ولد أبيه وكان ولد سليمان
0310Tabari.Tarikh.Shamela0009783BK1-ara1.mARkdown, قال او ليس سيرة عمر ظاهرة معروفة قال فما ينفع الناس منها ولا يعمل
0310Tabari.Tarikh.Shamela0009783BK1-ara1.mARkdown, قال العباس قال هارون وسمعت جدي يقول كان قد أحسن السيرة في أهل المدينة حتى استمال الناس حين سمعوا كلامه في
0310Tabari.Tarikh.Shamela0009783BK1-ara1.mARkdown, ذكر أنه كان أسمر طويلا نحيفا خفيف العارضين وكان ولد بالحميمة ذكر الخبر عن بعض سيره ذكر عن صالح بن الوجيه عن أبيه قال بلغ المنصور
0310Tabari.Tarikh.Shamela0009783BK1-ara1.mARkdown, قال للمهدي يا أبا عبد الله من أحب الحمد أحسن السيرة ومن أبغض الحمد أساءها وما أبغض أحد الحمد إلا استذم
0310Tabari.Tarikh.Shamela0009783BK1-ara1.mARkdown, قال فتكلم وذكر حسن سيرته وقال أنسيتهم والله يا أمير المؤمنين سيرة العمرين قال فغضب واستشاط وأخذ سفرجلة فرماه بها وقال يا
0310Tabari.Tarikh.Shamela0009783BK1-ara1.mARkdown, قال مر بي العباس بن موسى ذاهبا إلى مرو وقد كنت وصفت له سيرة المأمون وحسن تدبير ذي الرياستين واحتماله الموضع فلم يقبل ذلك
0310Tabari.Tarikh.Shamela0009783BK1-ara1.mARkdown, ذكر الخبر عن سبب خروجه وكان السبب في خروجه أن العمال باليمن أساءوا السيرة فبايعوا عبد الرحمن هذا فلما بلغ ذلك المأمون وجه إليه
0310Tabari.Tarikh.Shamela0009783BK1-ara1.mARkdown, ذكر بعض سيره ذكر أن المنتصر لما ولي الخلافة كان أول شيء أحدث
0310Tabari.Tarikh.Shamela0009783BK1-ara1.mARkdown, ذكر قد أساء السيرة فيهم فحاربه فهزمه محمد بن هارون وقتله وقتل ابنين له
0310Tabari.Tarikh.Shamela0009783BK1-ara1.mARkdown, قال له القاسم بن عبيد الله فصاعد معه في حراقه بدر وكان قد سيره في الجانب الشرقى وغلمانه الذين بقوا معه في جماعه من
0314IbnActhamKufi.Futuh.Shia003675Vols-ara1.completed, قال عثمان وما شأن الوليد فقالوا إنك وليته علينا فأساء السيرة ثم إننا دخلنا عليه في منزله وهو يشرب الخمر فإن
0314IbnActhamKufi.Futuh.Shia003675Vols-ara1.completed, يقول نحن قتلنا نعثلا ذا السيرة إذ زاغ عن أعلامنا المنيره يحكم بالجور على العشيرة وقد
0314IbnActhamKufi.Futuh.Shia003675Vols-ara1.completed, قال فعل ولي حقوق يجب على الأمير حفظها وقد كانت من يزيد بن المهلب إلينا سيرة استحل بها حرمنا واستطال بها علينا فأنصفنا منه أيها الأمير
0314IbnActhamKufi.Futuh.Shia003675Vols-ara1.completed, ذكر سيرة المأمون وما جمع فيه من مكارم الاخلاق قال وكان المأمون
0315AkhfashAsghar.Ikhtiyarayn.Shamela0000136-ara1, يقول حد في سيره كأنه يسبح وميعته دفعته وقوله واعد أي يعدو عدوا بعد
0319AbuQasimBalkhi.Maqalat.Kraken220410202739BK1-ara1, وقال عبيدة بن أبي فنيص بمذهب جمهور الخوارج وهم أن مخالفتهم مشركون السير فيهم هي السيرة في أهل الحرب حرب رسول الله صلى الله عليه وسلم
0319AbuQasimBalkhi.Maqalat.Kraken220410202739BK1-ara1, قال أهل الإمامة وأكثر الزيدية نشهذ على نقاء سيرة سر أمير المؤمنين علي وطهارتها من جهة اليقين لا يجوز
0319IbnMundhirNaysaburi.Iqnac.Shamela0012843-ara1, ذكر السيرة في قتال أهل البغي روينا عن علي بن أبي طالب
0319IbnMundhirNaysaburi.IshrafCalaMadhahib.Shamela0119492-ara1, وقال الأوزاعي بعد أن ذكر قول أبي حنيفة وما تحل هذه السيرة في الفئة إذا افترقت الأمة ولا في الطائفتين اللتين نزل
0320HakimTirmidhi.NawadirUsul.JK001332-ara1, قال و كان راكبا بعيرا له فأعنق و أعجبه سيره فقال أخ أخ فنزل ثم قال يا نافع جلله و
0321IbnDuraydAzdi.JamharatLugha.JK007100-ara1, قال الشاعر + طويل + ما في سيره يتم أي ما فيه غفلة ولا تقصير ويجمع يتيم يتمة
0321IbnDuraydAzdi.JamharatLugha.JK007100-ara1, وذكر ابن إسحاق صاحب السيرة في خبر وفد عاد أنه ناداهم مناد من السماء لما
0321IbnDuraydAzdi.JamharatLugha.JK007100-ara1, قال الشاعر لا تأمنن فزاريا خلوت به على قلوصك واكتبها بأسيار وسار فلان يسير سيرة حسنة قال خالد بن زهير الهذلي ابن أخي أبي ذؤيب
0321IbnDuraydAzdi.JamharatLugha.JK007100-ara1, قال أبو حاتم أحسب البيت مصنوعا والزرفقة السرعة ازرنفق في سيره إذا أسرع والقرزلة جمعك الشيء يقال قرزلت المرأة شعرها إذا
0321IbnDuraydAzdi.JamharatLugha.JK007100-ara1, وقال آخرون الجذمة السرعة من قولهم أجذم في سيره وقال المرار صفة الثعلب أدنى جريه وإذا يركض يعفور أشر
0321Tahawi.AhkamQuran.Shamela0010765-ara1, قال في كتاب سيره الكبير في رجل أوصى بثلث ماله في سبيل الله إن
0321Tahawi.SharhMacaniAthar.JK000469-ara1, قال ضربه فسار سيرة لم يكن يسير مثلها فقال لي رسول الله صلى الله
0321Tahawi.SharhMushkilAthar.JK007043-ara1, قال أمعك شيء فأعطاه عودا أو قضيبا فنخسه به أو قال ضربه به فسار سيرة لم يكن يسير مثلها فقال لي رسول الله صلى الله
0322AbuHatimRazi.Zina.Kraken2106220218081-ara1, وقال صلى الله عليه سقطت من ب سيرة ابن هشام / طبقات ابن سلام ص جمهرة النسب لابن الكلبي
0322AbuHatimRazi.Zina.Kraken2106220218081-ara1, وقال آخر المديد لزيد بن عمرو بن نفيل في سيرة ابن إسحاق ص السيرة النبوية / تأويل مشكل القرآن ص المعارف ص الأغاني / ديوان الأعشى
0322AbuHatimRazi.Zina.Kraken2106220218081-ara1, قال نافة رسوم تؤثر في الأرض من شدة الوطم البيت ناقص في ي السيرة وطبقات ابن سلام في الضلال السيرة وطبفات ابن سلام/ شاكر
0322AbuHatimRazi.Zina.Kraken2106220218081-ara1, قال ابن هشام السيرة / أنشدني بعض أمل العلم بالشعر هذه الأييات أنت الرسول فمن
0322AbuHatimRazi.Zina.Kraken2106220218081-ara1, قال وهو منسوب إلى إيل وإيل اسم سورة مريم الآيتين سورة الأنعام الآية في السيرة / قال وقد خفق رسول الله خفقة وهو في العريش ثم
0322AbuJacfarCuqayli.DucafaKabir.Shamela0013041-ara1.completed, قال سمعت يحيى يقول لعبيد الله أين تذهب قال أذهب إلى وهب بن جرير أكتب السيرة قال تكتب كذبا كثيرا حدثنا عبد الله بن أحمد حدثنا
0322AbuJacfarCuqayli.DucafaKabir.Shamela0013041-ara1.completed, قال فخرقت حديثه وتركناه بعد هارون بن أبي عيسى صاحب السيرة ولا يتابع على حديثه حدثني آدم بن موسى قال سمعت
0322AbuJacfarCuqayli.DucafaKabir.Shamela0013041-ara1.completed, قال هارون بن أبي عيسى صاحب السيرة يخطئ في حديثه عن غير ابن إسحاق ومن حديثه ما
0323IbnCabdCazizBasri.Saqifa.Shia001749-ara1, قال معاوية ما أعلمه ألا قد أحسن السيرة وبسط الخير وقبض الشر قال فأنت يا أمير المؤمنين اليوم
0327IbnAbiHatimRazi.JarhWaTacdil.Shamela0002170-ara1.completed, يقول لعبد الله أين تذهب قال أذهب إلى وهب بن جرير اكتب السيرة يعنى عن مجالد قال تكتب كذبا كثيرا لو شئت ان
0328AbuBakrIbnAnbari.IdahWaqfWaIbtida.Sham19Y0014255-ara1, قال مبتدئا عجبا على معنى أعجب لذلك عجبا وقال عيسى بن عمر قال الحسن عجبا لسيره في البحر وقال غيرهما معناه يفعل عجبا يمضي عجبا ذلك
0328AbuBakrIbnAnbari.ZahirFiMacani.Shamela0005644-ara1, وقال أبو عبيد يقال للرجل إذا كان لينا رفيقا حسن السيرة فيما ولي إنه لين العصا واحتج بقول معن بن أوس
0328IbnCabdRabbih.CiqdFarid.Shamela0023789-ara1.completed, قال كان لأردشير فضل السبق في المملكة غير أن أحمدهم سيرة أنو شروان قال فأي أخلاقه كان أغلب عليه قال الحلم
